artist,success_score
Vado,0.1432376092159211
Meek Mill,0.14312357706377804
Yukmouth,0.1431091781603822
Gabry Ponte,0.14275201270226884
Young Noble,0.14042853591525922
Daz Dillinger,0.14015565966192478
Method Man,0.1399428500755446
James Corden,0.13957496823111396
Justin Timberlake,0.13904807587083287
Ruste Juxx,0.13899879770982576
Sebastián Yatra,0.1389194818317945
Zion,0.13883739742448148
Zubin Mehta,0.13688615005188748
Memphis Bleek,0.13651461698242215
Beyoncé,0.13638387621272496
Too $hort,0.13629936671157505
El Alfa,0.1361044549391141
Joell Ortiz,0.13585285229833102
Nate Dogg,0.13489714896345475
will.i.am,0.13473890508832478
Sheek Louch,0.13468845168320745
Orchestra dell’Accademia Nazionale di Santa Cecilia,0.13460172315885502
Badshah,0.13459699898889882
Myke Towers,0.13398595776489447
Ron Carter,0.13376404824455249
Vinnie Paz,0.13343771083664516
ScHoolboy Q,0.13318386618514041
FERG,0.13315322732974338
Common,0.13303037453220595
Blu,0.13258929069518371
John Legend,0.13236623560093347
Pritam,0.13197157521063066
Wiley,0.13174541354291622
Afrojack,0.1315230718633687
Justin Bieber,0.1314123838796854
Ab‐Soul,0.13117074078339538
Miky Woodz,0.130999745990432
Waka Flocka Flame,0.12967882383207355
Lenny Tavárez,0.1296750425682199
Chip,0.12963727189517577
Conan O’Brien,0.12942555804970407
Bad Bunny,0.12917739877067555
Justin Quiles,0.1291655421863105
Tanishk Bagchi,0.1285850626515231
Kid Cudi,0.1282659205194026
Sadat X,0.1282190082720186
Rudimental,0.12820815212938144
Jeremih,0.1281925594390428
Ill Bill,0.1267332748291124
JasonMartin,0.12609533245033325
Dalex,0.12608749667171223
Stephanie Beatriz,0.12600753879418453
Jul,0.12571833402809224
Hardwell,0.12524522113441988
Slim Thug,0.12524234110336988
Nio García,0.12500875221753666
Ghetts,0.12447786725626497
Martin Garrix,0.12429568563344369
Mustard,0.12375000891611362
Ñejo,0.12366946521638734
Nas,0.12365802884524968
Brytiago,0.12261570265884018
Benny Dayal,0.12245103415332259
Offset,0.12185762247328344
Danny Brown,0.12118122180692112
Casper Mágico,0.12092301383404001
Don Omar,0.12084691998284759
Jon Z,0.12082074843740889
Sunidhi Chauhan,0.12072777974474105
